0  0 21667.85691093592 21667.85691093592 21741.53942293975
0  0 21702.18253337277 21702.18253337277 21766.185443067032
0  0 21720.446816608946 21720.446816608946 21793.630690994407
0  0 21750.625298996456 21750.625298996456 21798.503960421967
0  0 21739.093418231678 21739.093418231678 21803.167833694417
0  0 21777.352354248043 21777.352354248043 21804.21572957214
0  0 21727.602046426095 21727.602046426095 21835.29627292229
0  0 21760.27263353487 21760.27263353487 21857.808860822242
0  0 21827.114318915108 21827.114318915108 21858.254363419208
0  0 21862.561042260288 21862.561042260288 21926.44894002665
0  0 21908.61650386054 21908.61650386054 21958.748975863415
1  1 21716.730615147066 21716.730615147066 21961.43424680455
0  0 21884.909316808025 21884.909316808025 21971.64942756192
0  0 21935.37887604514 21935.37887604514 22008.140656129006
0  0 21885.624599215003 21885.624599215003 22021.318327302826
0  0 21992.46744138943 21992.46744138943 22068.273664963803
0  0 21993.041499514235 21993.041499514235 22088.65986530187
0  0 22014.18668756372 22014.18668756372 22096.743177312514
0  0 22064.21707844338 22064.21707844338 22120.3340343217
0  0 22065.640879498773 22065.640879498773 22143.672287519945
0  0 22050.734156980176 22050.734156980176 22143.85014632778
0  0 22066.148112165727 22066.148112165727 22146.772715848827
0  0 22104.03041608384 22104.03041608384 22149.899637672086
0  0 22032.82029707349 22032.82029707349 22157.8424538396
1  1 21964.18620114029 21964.18620114029 22178.781997396934
0  0 22103.157894109278 22103.157894109278 22198.317596529432
0  0 22144.335206597334 22144.335206597334 22211.71958527068
0  0 22126.96406226091 22126.96406226091 22222.309727645963
0  0 22159.75829113226 22159.75829113226 22247.356616979327
0  0 22154.249561837412 22154.249561837412 22252.12817699232
0  0 22173.999969617133 22173.999969617133 22272.568757041558
0  0 22222.918772038884 22222.918772038884 22273.034397233525
0  0 22212.34058684861 22212.34058684861 22284.73348739421
0  0 22172.528153600735 22172.528153600735 22289.658453536016
0  0 22258.9187907167 22258.9187907167 22295.778307507615
0  0 22249.76999067277 22249.76999067277 22310.253436562172
0  0 22214.40440455117 22214.40440455117 22316.70937442989
0  0 22192.424648345746 22192.424648345746 22324.178655919273
0  0 22253.639566182213 22253.639566182213 22352.642173529155
0  0 22220.38454883551 22220.38454883551 22356.62069673146
0  0 22252.054435367343 22252.054435367343 22362.588096474447
0  0 22333.862675663953 22333.862675663953 22405.044277870773
0  0 22376.237542801722 22376.237542801722 22423.37869551193
0  0 22435.1406204899 22435.1406204899 22490.859384761738
0  0 22494.831166549768 22494.831166549768 22525.648493873272
1  1 22289.09290797964 22289.09290797964 22542.32911599947
0  0 22513.11098043915 22513.11098043915 22559.973208998483
0  0 22543.604544211186 22543.604544211186 22587.1333867774
0  0 22545.138746856737 22545.138746856737 22589.806145242408
0  0 22575.586412724744 22575.586412724744 22634.024673317017
0  0 22547.211140481042 22547.211140481042 22635.999121358815
0  0 22512.563546484256 22512.563546484256 22646.999021650598
0  0 22534.694749006016 22534.694749006016 22667.339924179363
0  1 22590.164351101623 22590.164351101623 22706.169184347327
0  1 22656.657538899097 22656.657538899097 22812.317842139193
0  1 22660.284870271786 22660.284870271786 22858.18124727678
0  1 22685.49847683179 22685.49847683179 22897.825942548654
0  1 22697.25213068213 22697.25213068213 22952.367388908293
0  0 22911.216579924214 22911.216579924214 22972.611598949683
0  1 22741.229137090104 22741.229137090104 22975.244209911052
0  0 22925.701551398204 22925.701551398204 22993.74149462531
0  0 22938.78442861405 22938.78442861405 22996.068606777964
0  0 22973.298546065853 22973.298546065853 23015.18918099015
0  1 22732.101798706197 22732.101798706197 23024.187464618786
0  1 22880.852426173475 22880.852426173475 23060.91500738993
0  0 23041.43060377004 23041.43060377004 23075.86606803153
0  0 23054.043712012644 23054.043712012644 23094.56685534082
0  0 23021.688364420705 23021.688364420705 23101.48305977045
0  1 22837.909287161776 22837.909287161776 23101.991876358785
0  0 23062.11203098403 23062.11203098403 23151.952773015673
0  1 22883.83446572683 22883.83446572683 23157.31492864443
0  0 23129.186046470775 23129.186046470775 23173.74960795122
0  0 23141.339740954685 23141.339740954685 23191.253134060065
0  0 23072.52295700416 23072.52295700416 23199.961350492787
0  0 23113.060687097313 23113.060687097313 23260.968882035755
0  0 23161.635177063265 23161.635177063265 23263.9180460094
0  0 23165.28047047586 23165.28047047586 23267.198072272524
0  0 23230.103710072155 23230.103710072155 23277.066833090114
0  1 23136.56913578025 23136.56913578025 23301.80444833557
1  1 22960.751766786765 22960.751766786765 23301.872433855908
0  0 23258.40835414782 23258.40835414782 23311.082963534715
0  0 23360.09478812363 23360.09478812363 23401.199230727372
0  0 23391.752294003323 23391.752294003323 23435.728344301973
